,alpha,beta_1,beta_2,beta_3,beta_4,beta_5
JKHY,-1.9459801371266103e-18,0.7237888274024844,-0.02046924258611059,-0.017587541820176564,-0.08099649704542528,-0.00849042576766996
JNJ,-2.0059589432192317e-17,0.6615158720231054,-0.29413947897843923,-0.07607404262110164,0.1189038691120975,0.11661812051851059
JNPR,-1.91053094377817e-17,0.5437991894625704,0.06465785277064268,0.12995883706318118,-0.15786012423263746,0.05581674477727037
JPM,-1.702415916085643e-18,0.7416023001977666,0.36073262810374196,-0.11709738454057152,0.14101512123789528,0.09329408547397253
K,9.337546926001197e-18,0.5832446000332422,-0.2093304181010203,-0.08611156848528315,0.06741848880423679,0.011081325170933045
KEY,3.641133708670176e-18,0.6373198821422279,0.34087932833601803,-0.09657953485612136,0.1729688902793971,0.09787092120874577
KIM,1.0004487214621486e-17,0.7147362335408589,0.35778652977931397,-0.14562969308579943,0.12484965228718334,-0.07592782353570733
KLAC,-4.280013301632844e-18,0.6384007597167954,0.07748762214035416,0.0821377300535674,-0.2211609126236079,0.04815352867747113
KMB,3.63829865065565e-18,0.6210879565863079,-0.2406252051378145,-0.12986946612075617,0.06174092440883837,-0.023661826317625343
KMX,-4.083642751896208e-18,0.5775037494146021,0.12482405279963554,-0.028803181129464322,-0.06450797160337382,-0.12532315506082545
KO,7.087511461497992e-18,0.6339260983760366,-0.3132073785490947,-0.06474965451138145,0.09195346852912165,0.07102572446982763
KR,-1.2781595769018937e-17,0.5067227774396605,-0.1286408597032413,-0.12063500975438454,-0.01415937332314799,-0.028552588558845196
L,-1.3703398549488565e-17,0.7932629030745885,0.0681055502783336,0.10768306674705799,0.12340352894216265,-0.005533342115141541
LEN,-4.7426521283478555e-18,0.6240744053225911,0.3254105070514072,-0.15078238139001254,0.021575057991377863,-0.15048928592201483
LH,2.6883334099119e-19,0.5303977947430245,-0.15899550416871197,-0.025278668705653748,0.03040355806879006,-0.008854181326102925
LHX,-3.2262699299746736e-18,0.6093020207984092,-0.03504036574722904,0.1256760048965334,-0.11203373356197459,-0.025519356348197124
LIN,2.4801460575655155e-18,0.7589414306182968,-0.012482349398358225,0.13576242908614986,-0.032960472389495954,-0.06163478473106338
LLY,6.008364109494189e-18,0.6557396612756072,-0.28084521840036203,-0.15371093129098218,0.20282077673607252,0.13494725020969692
LMT,-5.1603372811728896e-18,0.6116821550953065,-0.1299176313711305,0.028849198996775634,-0.03375415130579996,-0.06782110506463414
LNT,6.923281584992748e-18,0.6508963758187316,-0.2496280336518325,0.12666289512583526,0.19315446532672287,-0.10042521472684499
LOW,9.725702578966129e-18,0.6836261277149569,0.08414293430771203,-0.18039844249260853,-0.08270040791211666,-0.1447529031707878
LRCX,-3.8340432487998874e-18,0.5975374798157227,0.069631113103457,0.09018048421305819,-0.21799209407882889,0.043498017022663746
LUV,5.515381449613264e-18,0.566718176248958,0.05560820222741113,-0.1110444325829444,-0.0494862242345907,-0.0635810808874243
MAA,1.0992728212112962e-17,0.7050055794250387,0.2753339250930972,-0.16267891245216193,0.14740120733538298,-0.0644332104312928
MAR,1.0447985464190444e-17,0.7439602330034181,0.17982725402707367,-0.028084298302659814,-0.07279212621430918,-0.09151994483753992
MAS,-4.4249999468855245e-18,0.6720145539468311,0.20817942097773007,-0.003496300709238981,-0.0014190644251467002,-0.11605521834577034
MCD,-1.7825574980082056e-18,0.6114115179846691,-0.18325111894291823,-0.17018539746262157,-0.1256303282178982,-0.14511341117101056
MCHP,1.616914546383988e-17,0.6261762780000234,0.032904094180084886,0.08323248910883091,-0.21954486662944123,0.09457359829852802
MCK,1.4879325981475035e-17,0.5466855813195031,-0.12892137975682716,-0.008531505863471067,0.06149117965622507,0.03358157164118805
MCO,1.3966696475538765e-17,0.6860967284467259,0.09581201935325044,-0.025782233981193937,0.025627204303925448,-0.03613483873026836
MDLZ,4.468465853903203e-18,0.5794305089374748,-0.15745823186581345,-0.05767969526923514,0.07523938708601935,0.0046839913490671695
MDT,-1.2777018953876702e-17,0.574651497851844,-0.16169391313697096,-0.02489607228400848,0.08916596272241704,0.048951255964398574
MET,1.8609287527076704e-18,0.7297155358808466,0.23764695701033808,0.01989333458567351,0.12857199150079573,0.10092086799723801
MGM,6.581447355926097e-19,0.5144830660822576,0.22920225451867127,0.02961486562325561,-0.02254587418010602,-0.07553380848073939
MHK,6.492741586596326e-18,0.6582864170469147,0.1768488001269968,-0.04834589182967783,-0.031904955245409095,-0.11647060911857936
MKC,-1.1644488431400101e-17,0.5674005492307169,-0.20234107742732108,-0.06313830337276816,0.04859909296088386,-0.020598712218189163
MLM,-1.4642833263609157e-17,0.6452588095687032,0.15643985013492634,0.020872910815112132,-0.06259283863864777,-0.1690974302889768
MMC,3.619848303650103e-18,0.6203433762157315,0.039056034563261545,-0.08004434175901928,0.03970057666084577,0.0063584307476597535
MMM,1.5226032789076016e-17,0.7667706827643166,-0.028802185802005546,0.06744507554255745,-0.04553326863901577,-0.016987613399207322
MNST,1.2186772147739257e-18,0.35129514537073675,-0.01766986691934567,0.0025327370191623637,-0.02624248085823667,-0.013957537548602685
MO,-1.3673169303850036e-17,0.5434425499790445,-0.2618878614561693,-0.018806168086196978,0.04259023356425456,0.025182721528666418
MOH,1.3111827420258818e-17,0.3923117782194454,-0.014195428046720231,-0.007360595265998319,0.005822555890868665,-0.050114868375703246
MOS,-2.828523661903328e-17,0.5392240343049801,0.031326303013002404,0.26511970296968657,-0.039145381390135174,-0.09928099316028051
MRK,-2.0894353890875635e-17,0.5478049410070301,-0.22674665202488714,-0.0579282113268019,0.1291421299118331,0.0726683254298086
MRO,1.9679705082786885e-17,0.6703391388650727,-0.019734016322076414,0.3439075545392919,0.0771558415756385,-0.1069068106225011
MS,-4.419234025491736e-18,0.730792908641326,0.19198428642853396,0.037480918953800735,0.19934875989677908,0.19590842223577265
MSFT,5.622083983516565e-18,0.6856728535962158,-0.07777428817620147,0.10225647767149967,-0.18473637493755687,0.22987823771256882
MSI,1.77759752786778e-19,0.6134123644566722,0.04248853322890576,0.02736682700150221,-0.042139975552915786,0.07157162438179386
MTB,2.5385783844224344e-18,0.6750244750808828,0.33187085021129975,-0.15213659417196068,0.12950119422952383,0.048288453979658905
MTCH,6.2250112467468115e-19,0.4901262411360658,-0.00991662082445536,0.0062628881639379425,-0.1720814339950095,0.02771963039435272
MTD,1.7143332954726743e-18,0.6119582330330107,-0.022910869118734724,0.13859736019884697,-0.11081571287613033,-0.04544436238125663
MU,8.907055463088996e-19,0.565852159153803,0.1029726309750907,0.11147772364229894,-0.07730384250840654,0.04394559466802653
NDAQ,9.576896623945763e-18,0.5922202119274295,0.1926443126563832,0.0326498942030112,0.015452767306501358,0.010388874100670105
NDSN,2.3636661105081365e-18,0.7060596014531657,0.08229786037246042,0.0898282963258572,-0.06517979188546602,-0.06880519794693646
NEE,-1.1865853244583946e-17,0.634322105352902,-0.2832097703388793,0.09134423073961206,0.21239770330387342,-0.1396552548200945
NEM,-1.6046569846246333e-17,0.3063950490876827,-0.06505578045940824,0.2432600207576876,0.020726624029801112,-0.08159703624928549
NFLX,-1.1173646699626617e-17,0.29824085228952,0.02153589459362007,-0.009068944066229483,-0.12652867827114128,-0.05038067474832694
NI,1.3915115482715496e-18,0.6746385316865723,-0.16795667353075727,0.08367673370195985,0.19828579999286566,-0.0891965889882686
NKE,3.91004943588237e-18,0.6666804393115244,0.023841701044876693,-0.12351375563527979,-0.18692155649314235,-0.18157673250172846
NOC,-3.212858359157933e-18,0.6684958463258717,-0.14245247639897396,0.09981181821777832,-0.02349433949582006,-0.05026561962607761
NSC,1.2308867446985646e-17,0.6867866183357331,0.06381995903733008,0.0971595594264645,-0.05240314816158717,-0.1057201053407987
NTAP,4.2460618156735e-18,0.5756985313918254,0.03737582455657826,0.1230649183748106,-0.19525023793564955,0.0610119519579559
NTRS,5.716580253522147e-18,0.7677126084092376,0.21217998074648228,-0.10490695855808979,0.053383303257521,0.10190227522537891
NUE,2.0327592566078685e-17,0.6851449015052453,0.058064052203768174,0.2757471746124337,-0.07372941902665964,-0.1570033726145279
NVDA,2.186748715848597e-17,0.5495532899201964,0.046046454698639966,0.1513113336085646,-0.1955453525588646,0.057649838715656425
NVR,7.21899990140121e-18,0.5442759973796681,0.19483254839332323,-0.14757636640493133,0.005003807497162102,-0.16879677578681543
O,1.016067335591039e-17,0.6909314955602044,0.2457910512060826,-0.17244640529972458,0.10670287044766431,-0.09031348268512149
ODFL,1.62814032541596e-17,0.5872593037785628,0.1035055345581451,-0.05042263366606787,-0.10105460458559112,-0.08844719050618603
OKE,-5.562965841361816e-18,0.6398437287731514,-0.13200091779801612,0.23514926508691958,0.11006513466943484,-0.07547272541192408
OMC,5.636134774530771e-18,0.7450369276048512,-0.01079110132886172,0.10420033567504097,-0.03301132799410793,-0.0212550059096727
ON,3.8175239963729074e-18,0.5305941975008466,0.07796678059104474,0.1351878631625504,-0.15061430455553573,0.05344205905010372
ORCL,1.1514616302833203e-18,0.6668444689291921,-0.05627083434318786,0.08806723893618032,-0.17380464996751593,0.09148472009926205
ORLY,8.34156344357608e-19,0.5671818194780989,-0.002172966468373963,-0.21388964538631527,-0.16082833316720174,-0.1584203859557975
OXY,9.087281127548605e-19,0.6750324150954927,-0.034970738281230956,0.3693164923123051,0.06938132144090522,-0.11619394819558243
PAYX,2.851993932726981e-17,0.70188234974676,-0.03942945562278462,-0.02995402639742379,-0.10615931349121836,0.026197487544792335
PCAR,2.847128176548728e-18,0.7871845142643135,0.0843752337915228,0.05562995328054085,-0.10703039097066856,-0.051757952987286054
PCG,3.917984561992342e-18,0.5605269871023963,-0.31511784630826434,0.07347407062517523,0.22147855158491647,-0.11037209507204566
PEAK,4.678741209047385e-19,0.70522351192602,0.2649213427102325,-0.14901849806846126,0.14197281456557653,-0.07280333948023979
PEG,5.589702457487848e-18,0.6219649065114836,-0.25737384763677995,0.1380491375135717,0.21301749528354175,-0.12187331287518774
PEP,-6.416360195268245e-18,0.6170881611871566,-0.2639537912876726,-0.07048976313962561,0.05265139769801442,0.02226326502495908
PFE,-2.9965222356330022e-18,0.6578525763036445,-0.2145411182092792,-0.13105391905079172,0.17305385778729565,0.15590586250504646
PFG,4.186426362822567e-18,0.7549244381023409,0.2525551181933341,-0.01547339711034363,0.1526188990598979,0.08820957790756734
PG,6.648045929233827e-18,0.6580806749340592,-0.24399847397285188,-0.11020708406436762,0.08113595470638854,0.004961583614971229
PGR,3.3103091997618675e-18,0.7155185950215266,0.09404164925093267,-0.06712009862405653,0.09214381689527,0.015631336740898904
PH,6.763057580688675e-19,0.7492508922138597,0.036190671662044434,0.13981096433167128,-0.08538696105198194,-0.08806476434931318
PHM,1.0959474308505766e-18,0.622307421220516,0.2548211370588773,-0.16476779072487563,0.008532855899318917,-0.21429714110632114
PKG,4.3428818423294015e-18,0.646174982616902,0.10744162765627359,0.11048083016539134,0.034034904957375864,-0.06127963445454454
PLD,3.7549726910870944e-18,0.7379729082918676,0.3041694795607315,-0.10948793763086996,0.10558958697982396,-0.07346576620841566
PNC,-3.5669704122679755e-18,0.6586928847878959,0.38319374871673884,-0.1097069617245982,0.1617634930349408,0.06763556506089377
PNR,1.3377376437766392e-18,0.6815271125988095,0.06948620697385494,0.10830423854261781,-0.07368637381092161,-0.10212495073997926
PNW,-2.0812478047409313e-18,0.6508113090035387,-0.28322015924875743,0.06615721215244315,0.3126969661562332,-0.1731371322809751
POOL,1.057931173860137e-18,0.5741738950228312,0.11198602310011335,-0.04350701323354598,-0.04973329077883455,-0.07557435235844204
PPG,2.6634019763858147e-17,0.7903696945694927,0.027100996102623426,0.06940390807655272,-0.04549063940940865,-0.06344658985174902
PPL,-3.0490148337572575e-18,0.5945781141399707,-0.24731272895088363,0.10865258723230022,0.22776144087022104,-0.15304885236745636
PRU,8.06465560130335e-18,0.7411008293322089,0.28685877599265497,-0.005902968428118688,0.22074909260818376,0.15800819236927016
PSA,8.937430390760632e-18,0.7372955649320379,0.259878123679078,-0.17451183422712532,0.11555231791915703,-0.05181108511679487
PTC,-1.1879390723964277e-17,0.6101519791438744,0.04336418043702876,0.0861344113758789,-0.09300951089165829,0.034010866789016644
PWR,7.184327569415567e-19,0.6599941878814362,0.07736434497011721,0.10394186409894696,-0.05878369673619803,-0.06182347741352973
PXD,-1.0132298986429385e-17,0.612296882817618,0.03305632362954,0.37158288530874023,0.06126997932640288,-0.10482236739904253
QCOM,7.66312920171655e-18,0.633979237384612,-0.035305707325262586,0.12488448450434346,-0.29154309799733663,0.1672895525957524
RCL,9.258051022313069e-18,0.6699302664240908,0.18087118036683716,0.0036410088613036545,0.015307991272679351,0.0035642986224939943
REG,1.9747569322492485e-17,0.7288945332094446,0.3220365366013172,-0.13222814095828042,0.12374146554450031,-0.09267825012520244
REGN,-3.2176456282182074e-18,0.44988578142499236,-0.05272344291173648,-0.05151728826491188,-0.049925389475755706,0.006684608560786945
RF,1.0229650100680026e-17,0.5818210545835453,0.33225971972963775,-0.10783845642792354,0.1341938872877158,0.06461464363064223
RHI,-1.2773606567098042e-17,0.6745043717719231,0.07006564277903626,0.05074933217564001,-0.10438048488344948,-0.056250899384826164
RJF,6.015745330977451e-18,0.7601358779285405,0.21781900400013673,-0.0326816826504618,0.047618052348074535,0.06534213724260643
RL,-2.4640369105519978e-19,0.6527389308080335,0.10532649396029714,-0.08160790620988925,-0.11223378383251548,-0.1327008945276288
RMD,-7.051094406776413e-18,0.4975259461427326,-0.06343618902115071,0.033360039176476425,0.018842985257906546,-0.0046777584150655225
ROK,8.806721716204851e-18,0.7340624528977575,0.0786499299509689,0.15523230979872066,-0.042485070519685794,-0.06081142271653897
ROL,8.218137954496358e-18,0.6191026049343625,-0.01616141457437421,-0.04675875315691991,-0.06754810391581222,-0.05371028845444012
ROP,-5.170985768799504e-18,0.752694222019133,0.04125046541810682,0.11032690332935982,-0.05170931116374248,-0.011621228869374329
ROST,-1.982111974962397e-18,0.5817494785979742,0.00034622984881645114,-0.20337728019281673,-0.14324261293336163,-0.13398134102958986
RSG,9.737415814154048e-18,0.6230796050744789,-0.07568794747588226,0.04914211710964421,0.024689002074942942,-0.0762948530049583
RTX,6.1969214131646375e-18,0.8015436593287947,-0.0420845126424924,0.07027956021821619,-0.04860713450205011,-0.049336282307088045
RVTY,1.717425774021138e-19,0.591956578052207,-0.042358419962948944,0.11444888775544956,-0.030554738611626425,-0.0035280036571502904
SBAC,2.03451468655043e-17,0.6056785442468612,0.0797736940806193,0.05045333510854494,-0.05984691033550666,-0.0220751261738418
SBUX,4.136481123933277e-18,0.6527005813437885,0.05116070547391964,-0.08407992809631401,-0.12352422456670423,-0.05616528711666431
SCHW,-1.8763935565749162e-17,0.7384391478539079,0.18703277356313255,-0.04175741331008831,-0.038584764959075965,0.07250563024677642
SEE,1.4774217736441744e-17,0.6680920020841433,0.07560254908779948,-0.002708714388597596,-0.033133818685947156,-0.060228306796802036
SHW,9.929936108355916e-18,0.5990285160293218,0.030739171611729024,-0.09721774305373845,-0.09106223202169297,-0.10393754024716886
SJM,1.1510630259251473e-17,0.5042196258615841,-0.1408887999589365,-0.03210499207314193,0.07360354787094694,-0.0059829473520755065
SLB,3.888881948859616e-18,0.653498645779851,0.017824238045048055,0.3874086079826763,0.05378579660703822,-0.14178923566712723
SNA,-3.9928145505314813e-19,0.7276710724357067,0.0590698023326761,0.06609212056683994,-0.04513795600333555,-0.06848538236636298
SNPS,-8.472330737253421e-20,0.5282486857954392,-0.0075300042541883334,0.07643198241045368,-0.13863661408147823,0.04842011376591364
SO,4.413496798877403e-18,0.5782439051208637,-0.3379424598407659,0.0006595399622685849,0.2399047004492828,-0.1135911097160226
SPG,1.0214807704977461e-17,0.737967920958015,0.34913598943576013,-0.17355213479052542,0.11595118196340658,-0.07761475818081973
SPGI,3.863470397947377e-18,0.7236380967362948,0.003854185039083774,0.01021297935545015,0.01871497949643799,-0.004303255485208556
SRE,-1.7711973740163482e-17,0.6636074278842587,-0.19988204031106316,0.07383642868812584,0.16148036156943193,-0.09107780259448733
STE,4.906436699240022e-18,0.5641241548555237,-0.08347962751533271,-0.037260375747535296,-0.009955241285685024,-0.021038299830799176
STLD,1.0982686423181256e-18,0.6579206353930386,0.08621776171572702,0.28614948280980546,-0.06234656217128375,-0.1304125209370263
STT,3.2952824205446953e-18,0.6910062550931139,0.26383611119392486,-0.020226088546069575,0.08434167873310713,0.08596409169537356
STX,-1.0468932471987107e-17,0.4693946520955111,0.08350678252511995,0.12951377900784122,-0.13086332611219353,0.03421612039730132
STZ,3.4032027176047697e-18,0.5009104777312459,-0.03560885374324865,-0.01637127462958247,0.024563239377471763,-0.029000290343151325
SWK,-1.134183936232085e-17,0.7363937866331218,0.11511654191877421,0.03450247362902726,-0.03430025095648134,-0.07095694376810094
SWKS,2.3801038772686784e-17,0.4718570839107403,0.06395835149904258,0.11284865256912074,-0.23839011160132523,0.0367959018168504
SYK,2.3878204535829942e-18,0.6206443948790892,-0.11218331391940298,-0.003362818906440204,0.03360484029144074,0.045660025752330094
SYY,1.5639661663448314e-17,0.610702615309262,-0.12230522129123411,-0.09301748389853931,-0.005757307947055354,-0.032982734244795
T,-1.0700532164137981e-17,0.7082532042883213,-0.15100093900339956,-0.04473609376684163,0.06272514875389312,0.20129628097072733
TAP,-1.3122100524311032e-17,0.47786658596163034,-0.13932897485399426,0.03880810269034558,0.015721102309588193,-0.023163919693763586
TDY,2.131598447066169e-17,0.6751500720829237,-0.024400957555271358,0.05656712635885539,-0.07588117847111799,-0.04338473636223894
TECH,-1.798055483714578e-18,0.5157561494611491,-0.12368009193010525,0.026971791447709326,-0.036491426121081375,0.016839086369290743
TER,-6.817723997873126e-18,0.6460710743442526,0.1297676113570965,0.11162074339516188,-0.17922546978852974,0.03360059081918387
TFC,6.590009827415351e-18,0.7082630089833761,0.35757986144195164,-0.1378172594123965,0.1294874296860224,0.0706714177274783
TFX,1.2595304905897555e-17,0.6084619226415916,-0.08551037810114966,0.02872651230276475,-0.03991241366438801,-0.049558435607663286
TGT,1.3478259365997907e-17,0.6669289671154636,0.10048498025228161,-0.32601463402642483,-0.15358895265722766,-0.1559078381037263
TJX,3.162318125991294e-17,0.6272033023520684,0.03076718460005999,-0.19553826124311613,-0.11044489378657919,-0.09888736661051352
TMO,-1.44515542180249e-17,0.6635721828016062,-0.09176809004991426,0.050905503860806875,-0.03975308269831479,0.005993701303785532
TPR,-2.425457796100825e-19,0.6431969899792662,0.08787565117669485,-0.09276475352260458,-0.1449930911372727,-0.1568882384977864
TRMB,7.541112863906091e-18,0.548214537386193,0.0716747855214794,0.09353373809372588,-0.11793041384932344,0.006882981471782835
TROW,-1.2249543733794152e-18,0.8246923527904082,0.2358335998284233,-0.06160729649070734,0.021130023510336604,0.05874274003945158
TRV,-1.0312013014979187e-17,0.7052151330327536,0.05070628637784513,-0.05867962552524711,0.08024411169682558,0.06912805661688358
TSCO,-2.098121996133778e-17,0.5219346092172503,0.022955654590275515,-0.11498766366747787,-0.1536339941482971,-0.13013457604883147
TSN,6.0508341108731e-18,0.5305819717283334,0.015457999194277755,-0.025785667584646496,0.018703297774881715,-0.018135431248673704
TT,-8.009337924019761e-18,0.7315728322725694,0.0983513460042981,0.136539174073331,-0.04815126439702256,-0.06661619323694791
TTWO,-7.099966419836817e-18,0.42990771447408777,0.05010602085085477,0.061530637894369904,-0.08947868981478618,-0.00817353264393892
TXN,1.9872187320332458e-17,0.6189634775812873,0.014678653647441045,0.09524783344267482,-0.23058863853839792,0.07943411135586265
TXT,7.858600883875147e-18,0.6664873962131735,0.17329114763498601,0.08824514989167373,-0.017393030240260864,-0.014974037338646527
TYL,1.16950811971325e-18,0.5243043315769599,-0.01781626794517569,0.04305650537731638,-0.10040141882738701,-0.0024758861774203454
UDR,1.4141086133120373e-17,0.7244180835180114,0.30360128763838456,-0.1395305667784697,0.1380858064629436,-0.06076571428002128
UHS,-3.989429731242107e-18,0.4701972657177959,-0.04845243188676249,0.030966752218365236,0.030944219250194537,-0.029028704574025063
UNH,-7.285232198506733e-18,0.5483900623466234,-0.10377737171186849,0.0011950394577016077,0.05691949807462946,0.028004157095757536
UNP,1.9009814241622026e-17,0.6964984327252477,0.08491802660471318,0.0919451582341766,-0.06794138339748608,-0.09542501424603883
UPS,-5.519392754945446e-18,0.7566043682234688,-0.042324584491155386,-0.03731547897923719,-0.013589953042834321,-0.08331074130317315
URI,-3.913408153111506e-18,0.5695979479317763,0.11652315674435032,0.07322524071982058,-0.039456604037564263,-0.08831107060285695
USB,1.2577960811235677e-18,0.6915879220346348,0.3531492802187638,-0.10847095693670677,0.16365994643571258,0.07617683074983778
VFC,1.1762772244641136e-17,0.6441140460099549,0.07040545975522897,-0.14015574320644292,-0.09886270353511205,-0.11920194078677643
VLO,9.209086598621505e-18,0.6027306594956168,0.03733278751460435,0.27057418806451394,0.04963308470698925,-0.14308532380818806
VMC,-1.804908296428642e-17,0.6493305449745583,0.17549461694596222,0.011599138146801309,-0.06304507081012067,-0.22471586033064983
VRSN,-1.2203543011862412e-17,0.5802247092964751,0.03268131651108437,0.07115394335693298,-0.12214713901639176,0.03576492991831533
VRTX,3.979234151176356e-18,0.36995789540636254,-0.061944960979814986,-0.042787206797712744,-0.01904686899161395,0.04493097829138299
VTR,5.528278097818691e-18,0.6956571454796013,0.23453993381283156,-0.11448641306825731,0.1359044636608937,-0.06618212552105968
VTRS,-1.5533611743765683e-18,0.5168468847031186,-0.057493441357370355,0.013073915012033154,0.002886493749949365,0.007248331565497063
VZ,8.909123773267883e-19,0.6787161738236455,-0.15084660170298445,-0.11758993610957574,0.03271619358464435,0.20902286637679449
WAB,2.726019091196954e-17,0.6774531636727589,0.1140438144252061,0.09080195701742907,-0.07516819443668503,-0.0782686700723704
WAT,1.2453497812240452e-18,0.5501117128338194,-0.11124456412244683,0.09680167428648302,-0.07368570983344011,-0.005938861944030649
WBA,1.6094639258642834e-17,0.5701843096344817,-0.10601769388072857,-0.08482116162467947,-0.07875092240522158,-0.10340953999945016
WDC,9.239939821960912e-18,0.5385116883537754,0.08378393252201655,0.11254809357261437,-0.13616136619798322,0.03408323090629638
WEC,3.5878521042517815e-18,0.5989499543015817,-0.2964916725830356,0.05497689224504569,0.2231424744614387,-0.17140357539288337
WELL,1.8161667356483618e-17,0.6687825471452304,0.2429287391758089,-0.1520563270792129,0.14643841944644526,-0.0837530967572193
WFC,-2.1963264708292297e-18,0.6997123236847964,0.4391028493392803,-0.12385645008733234,0.2238690015348766,0.10960904223933665
WHR,1.2623565205147957e-17,0.627493627852083,0.18594161188554925,-0.01768535452829105,0.0026395417674633243,-0.07897281240274265
WM,4.162309063803518e-18,0.6586612965461967,-0.11113261849479149,0.045933783667831546,0.033299633489022956,-0.012283269129791257
WMB,5.773515294843519e-18,0.6633401876354288,-0.010905985597839257,0.31634550962036023,0.07041682054483048,-0.11199080644585666
WMT,1.8150132499194876e-17,0.5917915237483826,-0.20714118463000017,-0.39331650132733875,-0.12121684194194807,-0.10704810388570117
WRB,-8.6194148152625895e-19,0.6331041411290497,0.032295445426858554,-0.058283929249593545,0.12774153081717726,-0.014392979907695745
WST,7.43814097939429e-18,0.5681902432750567,-0.03949798614165672,-0.005595954290594328,-0.03335774105036908,0.0037473423418069416
WTW,5.053667024407277e-18,0.5459184161713639,0.06166551215357426,-0.03600618984357153,0.1004394387063023,0.004509464180899682
WY,6.636901340882836e-18,0.7376850520043631,0.13112204412012293,0.048173543203526625,0.026091935841057977,-0.11235911263140634
WYNN,-3.802632783912237e-18,0.584089652357027,0.2109625053373789,-0.0007354135232563244,-0.08387553999827246,-0.09518603704969027
XEL,-1.0487407318526105e-17,0.64283683374604,-0.28520381220254143,0.043734089145275754,0.21996991622066536,-0.15602523145301078
XOM,-3.592790411554916e-19,0.7362740948041406,-0.19898140466575015,0.29299754960783575,0.09992568428985493,-0.07539682291165056
XRAY,4.295951081508583e-18,0.6658220842665309,-0.06830012406821083,0.02066685349062475,-0.005851228501439404,0.0203394706807023
YUM,8.60699277907795e-18,0.6534648265169949,-0.021041470926339585,-0.07819480701308168,-0.09078173064295818,-0.10574052642503254
ZBH,1.576219698706131e-17,0.5687375846756412,-0.05935559212487376,0.018729415624276886,0.027848889278465558,0.020248855095188444
ZBRA,-1.994345003012017e-18,0.5686520366944755,0.019871213319420794,0.09929509459320704,-0.09022604682111941,-0.03542387643920785
ZION,3.52909081825165e-18,0.6025078217398426,0.38333163731110936,-0.0838213810497383,0.1386778847294606,0.04658353491737149
